Hybrid_Node_ID,Drone_Facility_ID,Facility_Name,Node_Type,Latitude,Longitude,Network_Role
478,282,"Carseview Centre",H,56.46354398,-3.044212853,CLUSTER_NODE
216,165,"Arran Resource Centre",H,55.85166608,-4.225111902,CLUSTER_NODE
108,166,"Riverside Resource Centre",H,55.87101907,-4.294682696,POWER_BACKBONE
382,216,"Mull and Iona Community Hospital",H,56.47959836,-5.714768434,CLUSTER_NODE
2,16,"Dundee Airport",A,56.45249939,-3.02583003,POWER_BACKBONE
27,91,"Ayrshire Central Hospital",H,55.63461331,-4.676906809,POWER_BACKBONE
124,80,"Stornoway Airport",A,58.215599,-6.33111,CLUSTER_NODE
654,253,"Whitburn Day Hospital",H,55.86709634,-3.687680614,CLUSTER_NODE
675,155,"Springpark Resource Centre/Day Hospital",H,55.88624039,-4.251048065,CLUSTER_NODE
273,131,"Randolph Wemyss Memorial Hospital",H,56.17721134,-3.025761579,CLUSTER_NODE
312,107,"Hawick Psychogeriatric Day Hospital",H,55.41944947,-2.788906805,CLUSTER_NODE
290,234,"Red Deer Centre/Day Hospital",H,55.75803944,-4.195753549,CLUSTER_NODE
20,61,"Edinburgh Royal Infirmary",H,55.92195904,-3.137185357,POWER_BACKBONE
81,79,"Western Isles Hospital",H,58.22148589,-6.382504582,CLUSTER_CENTER
721,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
398,194,"Cowal Community Hospital",H,55.95942659,-4.926704391,CLUSTER_NODE
9,33,"Tiree Airport",A,56.49919891,-6.869170189,POWER_BACKBONE
189,202,"Wick Town and County Hospital",H,58.43309857,-3.096742837,CLUSTER_NODE
409,236,"Corstorphine Hospital",H,55.94301171,-3.269943375,CLUSTER_NODE
249,117,"Moffat Community Hospital",H,55.33136484,-3.428983243,CLUSTER_NODE
395,162,"Centre for Integrative Care",H,55.88073775,-4.313853803,CLUSTER_NODE
372,31,"Islay Airport",A,55.68190002,-6.256669998,CLUSTER_NODE
88,49,"new",new,58.56491488,-4.889286107,POWER_BACKBONE
759,15,"Victoria Hospital",H,56.12519279,-3.158700518,CLUSTER_NODE
260,101,"The Knoll Hospital",H,55.77263743,-2.339900107,CLUSTER_NODE
37,289,"Uist & Barra Hospital",H,57.47272244,-7.377046305,POWER_BACKBONE
121,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
311,232,"Beckford Lodge",H,55.78244632,-4.051486784,CLUSTER_NODE
281,161,"Gartnavel Royal Hospital",H,55.88260299,-4.320097735,CLUSTER_NODE
777,126,"Lismore",H,54.99464948,-3.251087963,CLUSTER_NODE
636,83,"new",new,57.76643301,-7.027993699,CLUSTER_NODE
620,80,"Stornoway Airport",A,58.215599,-6.33111,CLUSTER_NODE
174,222,"Kello Hospital",H,55.62255627,-3.519069634,CLUSTER_NODE
634,81,"Benbecula Airport",A,57.48109818,-7.362780094,CLUSTER_NODE
496,131,"Randolph Wemyss Memorial Hospital",H,56.17721134,-3.025761579,CLUSTER_NODE
322,206,"St Vincent's Hospital",H,57.08493197,-4.055753518,CLUSTER_NODE
269,255,"Inchkeith House",H,55.96819211,-3.171982196,CLUSTER_NODE
550,180,"Peterhead Community Hospital",H,57.50258644,-1.791941805,CLUSTER_NODE
262,99,"East Ayrshire Community Hospital",H,55.45251122,-4.271668605,CLUSTER_NODE
320,149,"Lightburn Hospital",H,55.86069748,-4.16425599,CLUSTER_NODE
765,153,"Stobhill Hospital",H,55.89296032,-4.218565887,CLUSTER_NODE
635,69,"Sumburgh Airport",A,59.87889862,-1.295560002,CLUSTER_NODE
151,256,"Ferryfield House",H,55.97207592,-3.229021222,CLUSTER_NODE
244,122,"Acorn House",H,55.05366159,-3.604578697,CLUSTER_NODE
434,226,"Strathclyde Hospital",H,55.78452134,-4.00085727,CLUSTER_NODE
277,41,"new",new,57.33490808,-5.540030481,CLUSTER_NODE
697,146,"Blythswood House",H,55.88034649,-4.387317634,CLUSTER_NODE
377,264,"Strathmartine Hospital",H,56.50461339,-3.002135832,CLUSTER_NODE
549,152,"Auchinlea Resource Centre",H,55.87121504,-4.129670818,CLUSTER_NODE
750,62,"Edinburgh Airport",A,55.950145,-3.372288,CLUSTER_NODE
34,225,"Roadmeetings Hospital",H,55.72963089,-3.811487007,POWER_BACKBONE
50,82,"Barra Airport",A,57.0228,-7.44306,POWER_BACKBONE
243,124,"Innistaigh",H,54.89862985,-5.021175739,CLUSTER_NODE
728,144,"Inverclyde Royal Hospital",H,55.94438602,-4.808629296,CLUSTER_NODE
194,196,"Victoria Hospital",H,56.0923321,-5.075106928,CLUSTER_NODE
301,69,"Sumburgh Airport",A,59.87889862,-1.295560002,CLUSTER_NODE
458,100,"Girvan Community Hospital",H,55.2482983,-4.845812147,CLUSTER_NODE
572,29,"Inverness Airport",A,57.54249954,-4.047500134,CLUSTER_NODE
746,129,"Adamson Hospital",H,56.32441458,-3.016476797,CLUSTER_NODE
106,263,"Dundee Dental Hospital",H,56.45849503,-2.977892064,CLUSTER_CENTER
600,32,"Campbeltown Airport",A,55.43719864,-5.686389923,CLUSTER_NODE
102,187,"Dr Gray's Hospital",H,57.64589268,-3.330468391,POWER_BACKBONE
259,102,"Galavale House",H,55.60729837,-2.787751806,CLUSTER_NODE
379,96,"Biggart Hospital",H,55.49259795,-4.603636983,CLUSTER_NODE
21,63,"Balfour Hospital",H,58.97412018,-2.963844233,CLUSTER_CENTER
440,198,"Lorn & Islands Hospital",H,56.40055912,-5.473792316,CLUSTER_NODE
192,198,"Lorn & Islands Hospital",H,56.40055912,-5.473792316,CLUSTER_NODE
362,111,"Castle Douglas Community Hospital",H,54.93904841,-3.923638147,CLUSTER_NODE
47,164,"Anvil Resource Centre",H,55.85235273,-4.191942313,POWER_BACKBONE
407,15,"Victoria Hospital",H,56.12519279,-3.158700518,CLUSTER_NODE
178,216,"Mull and Iona Community Hospital",H,56.47959836,-5.714768434,CLUSTER_NODE
387,174,"City Hospital",H,57.15380167,-2.087055187,CLUSTER_NODE
306,215,"Migdale Hospital",H,57.89167493,-4.341446222,CLUSTER_NODE
472,69,"Sumburgh Airport",A,59.87889862,-1.295560002,CLUSTER_NODE
155,249,"Bonnyrigg Day Centre",H,55.87270787,-3.061243781,CLUSTER_NODE
293,108,"Peebles Psychogeriatric Day Hospital",H,55.65155396,-3.181355872,CLUSTER_NODE
499,91,"Ayrshire Central Hospital",H,55.63461331,-4.676906809,CLUSTER_NODE
673,134,"Glenrothes Hospital",H,56.2051741,-3.181070675,CLUSTER_NODE
73,266,"Dundonald Centre",H,56.4725958,-2.960314842,POWER_BACKBONE
251,114,"Kirkcudbright Cottage Hospital",H,54.83444404,-4.049303582,CLUSTER_NODE
115,139,"Stirling Community Hospital",H,56.106903,-3.934580493,POWER_BACKBONE
112,104,"Andrew Lang Unit",H,55.55033014,-2.839448313,POWER_BACKBONE
584,59,"University Hospital Monklands",H,55.8659408,-3.998281093,CLUSTER_NODE
86,238,"Edington Cottage Hospital",H,56.05557239,-2.716843114,CLUSTER_CENTER
207,176,"Aboyne Hospital",H,57.07643789,-2.765467882,CLUSTER_NODE
518,234,"Red Deer Centre/Day Hospital",H,55.75803944,-4.195753549,CLUSTER_NODE
733,183,"Turriff Cottage Hospital",H,57.53734207,-2.449308321,CLUSTER_NODE
651,200,"Dunbar Hospital",H,58.58451762,-3.538168965,CLUSTER_NODE
465,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
430,64,"Kirkwall Airport",A,58.95780182,-2.904999971,CLUSTER_NODE
23,76,"Ninewells Hospital",H,56.46180151,-2.989936931,POWER_BACKBONE
669,275,"Brechin Infirmary",H,56.73424771,-2.650491245,CLUSTER_NODE
715,208,"Glencoe Hospital",H,56.68504892,-5.096778442,CLUSTER_NODE
264,97,"Arrol Park Resource Centre",H,55.44916677,-4.638514148,CLUSTER_NODE
41,123,"Wellgreen Cottages",H,55.04944873,-3.598226271,CLUSTER_CENTER
68,190,"Rehabilitation Hospital",H,57.1362389,-2.101784826,POWER_BACKBONE
130,287,"CAMHS Hospital Unit",H,56.46500792,-2.983789281,CLUSTER_NODE
125,69,"Sumburgh Airport",A,59.87889862,-1.295560002,CLUSTER_NODE
671,162,"Centre for Integrative Care",H,55.88073775,-4.313853803,CLUSTER_NODE
666,116,"Lochmaben Hospital",H,55.12844838,-3.453098493,CLUSTER_NODE
339,247,"Cambridge Street Day Centre",H,55.94790711,-3.203928301,CLUSTER_NODE
336,190,"Rehabilitation Hospital",H,57.1362389,-2.101784826,CLUSTER_NODE
755,116,"Lochmaben Hospital",H,55.12844838,-3.453098493,CLUSTER_NODE
343,250,"Ballenden House",H,55.9444908,-3.180858496,CLUSTER_NODE
752,111,"Castle Douglas Community Hospital",H,54.93904841,-3.923638147,CLUSTER_NODE
468,31,"Islay Airport",A,55.68190002,-6.256669998,CLUSTER_NODE
100,230,"Stonehouse Hospital",H,55.69241697,-3.99053178,POWER_BACKBONE
230,143,"Vale of Leven General Hospital",H,55.99316724,-4.590578906,CLUSTER_NODE
639,16,"Dundee Airport",A,56.45249939,-3.02583003,CLUSTER_NODE
195,195,"Islay Hospital",H,55.7558601,-6.278215216,CLUSTER_NODE
659,28,"Raigmore Hospital",H,57.47407751,-4.191111893,CLUSTER_NODE
388,264,"Strathmartine Hospital",H,56.50461339,-3.002135832,CLUSTER_NODE
578,166,"Riverside Resource Centre",H,55.87101907,-4.294682696,CLUSTER_NODE
222,158,"New Victoria Hospital",H,55.82867305,-4.264041449,CLUSTER_NODE
774,172,"The Mary Aitkenhead Centre",H,55.8947143,-4.384344928,CLUSTER_NODE
276,18,"Lochview Hospital (Forth Valley Royal Hospital)",H,56.02804111,-3.844555495,CLUSTER_NODE
381,285,"Kingsway Care Centre",H,56.4771138,-2.998909269,CLUSTER_NODE
247,119,"Thornhill Hospital",H,55.23567518,-3.765209858,CLUSTER_NODE
772,166,"Riverside Resource Centre",H,55.87101907,-4.294682696,CLUSTER_NODE
663,99,"East Ayrshire Community Hospital",H,55.45251122,-4.271668605,CLUSTER_NODE
560,217,"Coathill Hospital",H,55.84868464,-4.024619696,CLUSTER_NODE
532,106,"Hay Lodge Hospital",H,55.6520425,-3.196787966,CLUSTER_NODE
184,209,"Portree Hospital",H,57.41055233,-6.191859131,CLUSTER_NODE
1,2,"Glasgow Prestwick Airport",A,55.502003,-4.587019,CLUSTER_CENTER
137,278,"Stracathro Hospital",H,56.77508919,-2.612183711,CLUSTER_NODE
435,288,"St Brendans Cot Hospital",H,56.95228577,-7.496280665,CLUSTER_NODE
427,245,"Royal Edinburgh Hospital",H,55.92725157,-3.214444464,CLUSTER_NODE
237,134,"Glenrothes Hospital",H,56.2051741,-3.181070675,CLUSTER_NODE
529,276,"Little Cairnie Hospital",H,56.56795065,-2.606457761,CLUSTER_NODE
270,126,"Lismore",H,54.99464948,-3.251087963,CLUSTER_NODE
33,150,"Acorn Street Day Hospital",H,55.8467593,-4.223569292,POWER_BACKBONE
677,178,"Roxburghe House",H,57.15721439,-2.124360202,CLUSTER_NODE
254,110,"Eyemouth Day Hospital",H,55.87120209,-2.089405295,CLUSTER_NODE
482,134,"Glenrothes Hospital",H,56.2051741,-3.181070675,CLUSTER_NODE
165,235,"Belhaven Hospital",H,55.99591579,-2.53617233,CLUSTER_NODE
527,148,"Glasgow Royal Infirmary",H,55.86409106,-4.234373832,CLUSTER_NODE
142,271,"Blairgowrie & Rattray Cottage Hospital",H,56.5860307,-3.344854159,CLUSTER_NODE
416,188,"Stephen Cottage Hospital",H,57.4459224,-3.122858852,CLUSTER_NODE
5,29,"Inverness Airport",A,57.54249954,-4.047500134,POWER_BACKBONE
778,1,"University Hospital Crosshouse",H,55.61397859,-4.538174149,CLUSTER_NODE
731,223,"Lady Home Cottage Hospital",H,55.55827099,-3.837814533,CLUSTER_NODE
45,88,"North Ronaldsay Airport",new,59.36923404,-2.431068036,POWER_BACKBONE
748,154,"Shawpark Resource Centre",H,55.88855482,-4.285921346,CLUSTER_NODE
418,91,"Ayrshire Central Hospital",H,55.63461331,-4.676906809,CLUSTER_NODE
449,90,"Arran War Memorial Hospital",H,55.54315331,-5.114359851,CLUSTER_NODE
282,277,"Montrose Royal Infirmary",H,56.70789536,-2.472990997,CLUSTER_NODE
747,164,"Anvil Resource Centre",H,55.85235273,-4.191942313,CLUSTER_NODE
556,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
530,211,"County Community Hospital Invergordon",H,57.69660892,-4.15049453,CLUSTER_NODE
393,205,"Nairn Town and County Hospital",H,57.57838727,-3.87115279,CLUSTER_NODE
674,141,"Clackmannanshire Community Healthcare Centre",H,56.12478022,-3.782199491,CLUSTER_NODE
737,53,"new",new,58.17604371,-4.092198507,CLUSTER_NODE
437,256,"Ferryfield House",H,55.97207592,-3.229021222,CLUSTER_NODE
590,145,"Dykebar Hospital",H,55.82286947,-4.39782038,CLUSTER_NODE
148,264,"Strathmartine Hospital",H,56.50461339,-3.002135832,CLUSTER_NODE
623,221,"Hartwoodhill Hospital",H,55.81003107,-3.846805722,CLUSTER_NODE
36,73,"new",new,60.12535509,-2.054196977,CLUSTER_CENTER
7,31,"Islay Airport",A,55.68190002,-6.256669998,POWER_BACKBONE
25,85,"Royal Alexandra Hospital",H,55.83528137,-4.436562056,POWER_BACKBONE
95,258,"Findlay House",H,55.96819412,-3.143059788,POWER_BACKBONE
769,10,"Dumfries & Galloway Royal Infirmary",H,55.0588462,-3.657698883,CLUSTER_NODE
296,137,"Bo'ness Hospital",H,56.01165112,-3.612898938,CLUSTER_NODE
680,219,"Wester Moffat Hospital",H,55.86892035,-3.939577701,CLUSTER_NODE
476,215,"Migdale Hospital",H,57.89167493,-4.341446222,CLUSTER_NODE
341,236,"Corstorphine Hospital",H,55.94301171,-3.269943375,CLUSTER_NODE
287,122,"Acorn House",H,55.05366159,-3.604578697,CLUSTER_NODE
19,59,"University Hospital Monklands",H,55.8659408,-3.998281093,POWER_BACKBONE
583,281,"Crieff Community Hospital",H,56.37008261,-3.840705549,CLUSTER_NODE
44,126,"Lismore",H,54.99464948,-3.251087963,POWER_BACKBONE
266,95,"Maybole Day Hospital",H,55.35471481,-4.680353228,CLUSTER_NODE
31,93,"Warrix Avenue Mental Health Community Rehabilitation Unit",H,55.61190847,-4.658983516,CLUSTER_CENTER
29,93,"Warrix Avenue Mental Health Community Rehabilitation Unit",H,55.61190847,-4.658983516,POWER_BACKBONE
303,223,"Lady Home Cottage Hospital",H,55.55827099,-3.837814533,CLUSTER_NODE
576,10,"Dumfries & Galloway Royal Infirmary",H,55.0588462,-3.657698883,CLUSTER_NODE
159,244,"Liberton Hospital",H,55.90900053,-3.152645161,CLUSTER_NODE
782,275,"Brechin Infirmary",H,56.73424771,-2.650491245,CLUSTER_NODE
463,93,"Warrix Avenue Mental Health Community Rehabilitation Unit",H,55.61190847,-4.658983516,CLUSTER_NODE
101,272,"Murray Royal Hospital",H,56.40047419,-3.410730583,CLUSTER_CENTER
360,146,"Blythswood House",H,55.88034649,-4.387317634,CLUSTER_NODE
781,266,"Dundonald Centre",H,56.4725958,-2.960314842,CLUSTER_NODE
756,222,"Kello Hospital",H,55.62255627,-3.519069634,CLUSTER_NODE
520,80,"Stornoway Airport",A,58.215599,-6.33111,CLUSTER_NODE
462,177,"Glen O'Dee Hospital",H,57.05934867,-2.519829255,CLUSTER_NODE
246,120,"Annan Hospital",H,54.98815386,-3.245571404,CLUSTER_NODE
618,144,"Inverclyde Royal Hospital",H,55.94438602,-4.808629296,CLUSTER_NODE
97,259,"Midlothian Community Hospital",H,55.88029515,-3.088724814,POWER_BACKBONE
402,156,"Leverndale Hospital",H,55.83539782,-4.365218663,CLUSTER_NODE
413,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
110,214,"Dunaros Community Hospital",H,56.51566045,-5.946832131,POWER_BACKBONE
501,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
30,94,"Ailsa Hospital",H,55.43418885,-4.591883282,POWER_BACKBONE
648,30,"Wick Airport",A,58.45890045,-3.093060017,CLUSTER_NODE
724,245,"Royal Edinburgh Hospital",H,55.92725157,-3.214444464,CLUSTER_NODE
234,137,"Bo'ness Hospital",H,56.01165112,-3.612898938,CLUSTER_NODE
614,255,"Inchkeith House",H,55.96819211,-3.171982196,CLUSTER_NODE
272,108,"Peebles Psychogeriatric Day Hospital",H,55.65155396,-3.181355872,CLUSTER_NODE
182,211,"County Community Hospital Invergordon",H,57.69660892,-4.15049453,CLUSTER_NODE
164,236,"Corstorphine Hospital",H,55.94301171,-3.269943375,CLUSTER_NODE
470,283,"Pitlochry Community Hospital",H,56.70160803,-3.73581816,CLUSTER_NODE
267,114,"Kirkcudbright Cottage Hospital",H,54.83444404,-4.049303582,CLUSTER_NODE
629,229,"University Hospital Hairmyres",H,55.75998173,-4.220715026,CLUSTER_NODE
4,23,"Aberdeen Dyce Airport",A,57.2019,-2.19778,POWER_BACKBONE
359,214,"Dunaros Community Hospital",H,56.51566045,-5.946832131,CLUSTER_NODE
328,162,"Centre for Integrative Care",H,55.88073775,-4.313853803,CLUSTER_NODE
630,115,"Thomas Hope Hospital",H,55.15060215,-2.998314097,CLUSTER_NODE
11,1,"University Hospital Crosshouse",H,55.61397859,-4.538174149,CLUSTER_CENTER
69,106,"Hay Lodge Hospital",H,55.6520425,-3.196787966,POWER_BACKBONE
119,53,"new",new,58.17604371,-4.092198507,CLUSTER_NODE
495,70,"Fair Isle Airport",new,59.53623128,-1.626983954,CLUSTER_NODE
307,22,"Aberdeen Royal Infirmary",H,57.15446245,-2.135741274,CLUSTER_NODE
144,269,"St Margaret's Hospital",H,56.29387341,-3.717919065,CLUSTER_NODE
257,105,"Kelso Hospital",H,55.60327133,-2.431912461,CLUSTER_NODE
352,121,"Galloway Community Hospital",H,54.89921902,-5.022108907,CLUSTER_NODE
200,185,"Ugie Hospital",H,57.51538041,-1.792753795,CLUSTER_NODE
187,205,"Nairn Town and County Hospital",H,57.57838727,-3.87115279,CLUSTER_NODE
213,169,"Woodlands Resource Centre",H,55.94053104,-4.146326284,CLUSTER_NODE
647,68,"Gilbert Bain Hospital",H,60.1515905,-1.153737444,CLUSTER_NODE
227,147,"Glasgow Dental Hospital and School",H,55.86611521,-4.264269807,CLUSTER_NODE
109,225,"Roadmeetings Hospital",H,55.72963089,-3.811487007,POWER_BACKBONE
445,164,"Anvil Resource Centre",H,55.85235273,-4.191942313,CLUSTER_NODE
453,137,"Bo'ness Hospital",H,56.01165112,-3.612898938,CLUSTER_NODE
120,47,"new",new,57.75748237,-4.824516777,CLUSTER_NODE
498,247,"Cambridge Street Day Centre",H,55.94790711,-3.203928301,CLUSTER_NODE
562,129,"Adamson Hospital",H,56.32441458,-3.016476797,CLUSTER_NODE
297,250,"Ballenden House",H,55.9444908,-3.180858496,CLUSTER_NODE
24,79,"Western Isles Hospital",H,58.22148589,-6.382504582,POWER_BACKBONE
761,169,"Woodlands Resource Centre",H,55.94053104,-4.146326284,CLUSTER_NODE
464,277,"Montrose Royal Infirmary",H,56.70789536,-2.472990997,CLUSTER_NODE
433,116,"Lochmaben Hospital",H,55.12844838,-3.453098493,CLUSTER_NODE
447,148,"Glasgow Royal Infirmary",H,55.86409106,-4.234373832,CLUSTER_NODE
314,134,"Glenrothes Hospital",H,56.2051741,-3.181070675,CLUSTER_NODE
480,62,"Edinburgh Airport",A,55.950145,-3.372288,CLUSTER_NODE
633,161,"Gartnavel Royal Hospital",H,55.88260299,-4.320097735,CLUSTER_NODE
566,254,"St John's Hospital",H,55.89302304,-3.518009928,CLUSTER_NODE
741,213,"Mid-Argyll Community Hospital and Integrated Care Centre",H,56.04210885,-5.417305234,CLUSTER_NODE
315,207,"Belford Hospital",H,56.81961329,-5.103503994,CLUSTER_NODE
268,189,"Turner Memorial Hospital",H,57.54218558,-2.95407633,CLUSTER_NODE
497,92,"Lady Margaret Hospital",H,55.76135748,-4.921581923,CLUSTER_NODE
32,285,"Kingsway Care Centre",H,56.4771138,-2.998909269,POWER_BACKBONE
471,263,"Dundee Dental Hospital",H,56.45849503,-2.977892064,CLUSTER_NODE
681,68,"Gilbert Bain Hospital",H,60.1515905,-1.153737444,CLUSTER_NODE
239,130,"St Andrews Community Hospital",H,56.32774528,-2.804063191,CLUSTER_NODE
567,103,"Hawick Community  Hospital",H,55.42351153,-2.793080396,CLUSTER_NODE
191,199,"Campbeltown Hospital",H,55.42069171,-5.603184142,CLUSTER_NODE
780,188,"Stephen Cottage Hospital",H,57.4459224,-3.122858852,CLUSTER_NODE
739,233,"University Hospital Wishaw",H,55.77374293,-3.94042798,CLUSTER_NODE
661,240,"Royal Victoria Hospital",H,55.95868674,-3.231640633,CLUSTER_NODE
150,260,"East Lothian Community Hospital",H,55.95715125,-2.795514921,CLUSTER_NODE
199,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
361,108,"Peebles Psychogeriatric Day Hospital",H,55.65155396,-3.181355872,CLUSTER_NODE
98,113,"Nithbank Hospital",H,55.06239553,-3.601373171,POWER_BACKBONE
621,270,"Aberfeldy Cottage Hospital",H,56.61863517,-3.859065662,CLUSTER_NODE
411,166,"Riverside Resource Centre",H,55.87101907,-4.294682696,CLUSTER_NODE
310,30,"Wick Airport",A,58.45890045,-3.093060017,CLUSTER_NODE
722,217,"Coathill Hospital",H,55.84868464,-4.024619696,CLUSTER_NODE
743,182,"Jubilee Hospital",H,57.44344284,-2.788813164,CLUSTER_NODE
169,231,"Udston Hospital",H,55.77742427,-4.079689604,CLUSTER_NODE
180,213,"Mid-Argyll Community Hospital and Integrated Care Centre",H,56.04210885,-5.417305234,CLUSTER_NODE
753,143,"Vale of Leven General Hospital",H,55.99316724,-4.590578906,CLUSTER_NODE
653,242,"Chalmers Hospital",H,55.95283655,-3.197895768,CLUSTER_NODE
542,205,"Nairn Town and County Hospital",H,57.57838727,-3.87115279,CLUSTER_NODE
670,141,"Clackmannanshire Community Healthcare Centre",H,56.12478022,-3.782199491,CLUSTER_NODE
428,192,"375 Great Western Lodge",H,57.13417605,-2.127455288,CLUSTER_NODE
347,150,"Acorn Street Day Hospital",H,55.8467593,-4.223569292,CLUSTER_NODE
332,85,"Royal Alexandra Hospital",H,55.83528137,-4.436562056,CLUSTER_NODE
375,138,"Bellsdyke Hospital",H,56.03504609,-3.818273686,CLUSTER_NODE
229,144,"Inverclyde Royal Hospital",H,55.94438602,-4.808629296,CLUSTER_NODE
163,237,"Edenhall Hospital",H,55.93689091,-3.034627515,CLUSTER_NODE
679,209,"Portree Hospital",H,57.41055233,-6.191859131,CLUSTER_NODE
740,220,"Cleland Hospital",H,55.80381685,-3.90593862,CLUSTER_NODE
625,190,"Rehabilitation Hospital",H,57.1362389,-2.101784826,CLUSTER_NODE
691,91,"Ayrshire Central Hospital",H,55.63461331,-4.676906809,CLUSTER_NODE
338,121,"Galloway Community Hospital",H,54.89921902,-5.022108907,CLUSTER_NODE
467,227,"Kirklands Hospital",H,55.81192327,-4.063556454,CLUSTER_NODE
3,21,"Glasgow International Airport",A,55.871899,-4.43306,POWER_BACKBONE
96,81,"Benbecula Airport",A,57.48109818,-7.362780094,CLUSTER_CENTER
504,134,"Glenrothes Hospital",H,56.2051741,-3.181070675,CLUSTER_NODE
35,146,"Blythswood House",H,55.88034649,-4.387317634,POWER_BACKBONE
711,191,"Kincardine Community Hospital",H,56.96931858,-2.229214779,CLUSTER_NODE
657,287,"CAMHS Hospital Unit",H,56.46500792,-2.983789281,CLUSTER_NODE
348,280,"Gowanlea",H,56.56361057,-2.572393149,CLUSTER_NODE
417,153,"Stobhill Hospital",H,55.89296032,-4.218565887,CLUSTER_NODE
333,188,"Stephen Cottage Hospital",H,57.4459224,-3.122858852,CLUSTER_NODE
506,163,"Beatson West of Scotland Cancer Centre",H,55.88329566,-4.31147132,CLUSTER_NODE
603,186,"Buckie Day Hospital",H,57.6681016,-2.980266204,CLUSTER_NODE
376,262,"Royal Victoria Hospital",H,56.46396897,-3.011053694,CLUSTER_NODE
12,6,"Borders General Hospital",H,55.59548794,-2.740474678,POWER_BACKBONE
82,242,"Chalmers Hospital",H,55.95283655,-3.197895768,POWER_BACKBONE
71,229,"University Hospital Hairmyres",H,55.75998173,-4.220715026,CLUSTER_CENTER
208,175,"Woolmanhill Hospital",H,57.14925507,-2.103969374,CLUSTER_NODE
521,28,"Raigmore Hospital",H,57.47407751,-4.191111893,CLUSTER_NODE
26,90,"Arran War Memorial Hospital",H,55.54315331,-5.114359851,CLUSTER_CENTER
127,64,"Kirkwall Airport",A,58.95780182,-2.904999971,CLUSTER_NODE
571,149,"Lightburn Hospital",H,55.86069748,-4.16425599,CLUSTER_NODE
565,44,"new",new,56.54605839,-4.733614026,CLUSTER_NODE
767,136,"Lynebank Hospital",H,56.07789802,-3.41239735,CLUSTER_NODE
389,168,"Arndale Resource Centre",H,55.90942803,-4.348857013,CLUSTER_NODE
295,131,"Randolph Wemyss Memorial Hospital",H,56.17721134,-3.025761579,CLUSTER_NODE
57,152,"Auchinlea Resource Centre",H,55.87121504,-4.129670818,POWER_BACKBONE
619,239,"Herdmanflat Hospital",H,55.96029975,-2.786592496,CLUSTER_NODE
475,163,"Beatson West of Scotland Cancer Centre",H,55.88329566,-4.31147132,CLUSTER_NODE
511,137,"Bo'ness Hospital",H,56.01165112,-3.612898938,CLUSTER_NODE
397,264,"Strathmartine Hospital",H,56.50461339,-3.002135832,CLUSTER_NODE
129,288,"St Brendans Cot Hospital",H,56.95228577,-7.496280665,CLUSTER_NODE
78,247,"Cambridge Street Day Centre",H,55.94790711,-3.203928301,POWER_BACKBONE
764,233,"University Hospital Wishaw",H,55.77374293,-3.94042798,CLUSTER_NODE
133,283,"Pitlochry Community Hospital",H,56.70160803,-3.73581816,CLUSTER_NODE
72,191,"Kincardine Community Hospital",H,56.96931858,-2.229214779,POWER_BACKBONE
258,103,"Hawick Community  Hospital",H,55.42351153,-2.793080396,CLUSTER_NODE
252,112,"Crichton Royal Hospital",H,55.05683478,-3.597721967,CLUSTER_NODE
579,127,"Midpark Hospital",H,55.05259832,-3.58695362,CLUSTER_NODE
313,270,"Aberfeldy Cottage Hospital",H,56.61863517,-3.859065662,CLUSTER_NODE
604,110,"Eyemouth Day Hospital",H,55.87120209,-2.089405295,CLUSTER_NODE
588,232,"Beckford Lodge",H,55.78244632,-4.051486784,CLUSTER_NODE
354,6,"Borders General Hospital",H,55.59548794,-2.740474678,CLUSTER_NODE
299,266,"Dundonald Centre",H,56.4725958,-2.960314842,CLUSTER_NODE
345,196,"Victoria Hospital",H,56.0923321,-5.075106928,CLUSTER_NODE
573,274,"Arbroath Infirmary",H,56.55466136,-2.595360853,CLUSTER_NODE
516,144,"Inverclyde Royal Hospital",H,55.94438602,-4.808629296,CLUSTER_NODE
231,142,"Dumbarton Joint Hospital/Riverview Resource Centre",H,55.9486886,-4.593566144,CLUSTER_NODE
432,238,"Edington Cottage Hospital",H,56.05557239,-2.716843114,CLUSTER_NODE
114,201,"Caithness General Hospital",H,58.44171715,-3.094184124,POWER_BACKBONE
624,2,"Glasgow Prestwick Airport",A,55.502003,-4.587019,CLUSTER_NODE
275,238,"Edington Cottage Hospital",H,56.05557239,-2.716843114,CLUSTER_NODE
337,223,"Lady Home Cottage Hospital",H,55.55827099,-3.837814533,CLUSTER_NODE
745,278,"Stracathro Hospital",H,56.77508919,-2.612183711,CLUSTER_NODE
363,253,"Whitburn Day Hospital",H,55.86709634,-3.687680614,CLUSTER_NODE
378,87,"Perth Airport",A,56.43578293,-3.370727821,CLUSTER_NODE
176,218,"Victoria Memorial Cottage Hospital",H,55.97686919,-4.06856589,CLUSTER_NODE
